FACILE arrived at without due care or effort; lacking depth
FACTIOUS produced by, or characterized by internal dissension
FACTITIOUS artificial; not natural
FECKLESS lazy and irresponsible
FECUND intellectually productive
FELL terribly evil
FIREBRAND someone who deliberately creates trouble
FLAG droop, sink, or settle from or as if from pressure or loss of tautness; become less intense
FLIPPANT showing inappropriate levity
FLUMMOX be a mystery or bewildering to
FRACTIOUS irritable and is likely to cause disruption
GAFFE a socially awkward or tactless act
GAMBIT a manuveur or risk in a game or conversation, designed to secure an advantage
GERRYMANDER to manipulate voting districts in order to favor a particular political party
GRAFT corruption, usually through bribery
GRANDILOQUENT puffed up with vanity
GUMPTION resourcefulness and determination
HAGIOGRAPHIC excessively flattering toward someone's life or work
HAIL enthusiastically acclaim or celebrate something
HALCYON idyllically calm and peaceful; suggesting happy tranquillity; marked by peace and
HAUTEUR overbearing pride evidenced by a superior manner toward inferiors
HECTOR to bully or intimidate
HEDGE to limit or qualify a statement; to avoid making a direct statement
HISTRIONIC to be overly theatrical
HOARY ancient
HOBBLE to hold back the progress of something
HOODWINK to deceive or trick someone
HUBRIS overbearing pride or presumption
ILLUSTRIOUS widely known and esteemed; having or conferring glory
IMBIBE to drink or absorb as if drinking
IMBROGLIO a confusing and potentially embarrassing situation
IMMURE to enclose, usually in walls
IMPECUNIOUS lacking money; poor
IMPERIOUS having or showing arrogant superiority to and disdain of those one views as
IMPERVIOUS not admitting of passage or capable of being affected
IMPETUOUS characterized by undue haste and lack of thought or deliberation
IMPORTUNED beg persistently and urgently
IMPROVIDENT not given careful consideration
IMPUGN attack as false or wrong
IMPUTE attribute (responsibility or fault) to something
INANITY total lack of meaning or ideas
INCHOATE only partly in existence; imperfectly formed
INCONTROVERTIBLE necessarily or demonstrably true; impossible to deny or disprove
INDIGENT poor; having very little
INDIGENT a poor or needy person
INEFFABLE too sacred to be uttered; defying expression or description
INELUCTABLE impossible to avoid or evade
INEQUITY injustice by virtue of not conforming with rules or standards
INFELICITOUS inappropriate
INIMITABLE defying imitation; matchless
INSOUCIANCE lack of concern
INSUFFERABLE intolerable, difficult to endure
INTERNECINE (of conflict) within a group or organization
INTIMATION an indirect suggestion
INURE to make accustomed to something unpleasant
INVECTIVE abusive or denunciatory language
INVIDIOUS likely to cause resentment
INVIOLABLE never to be broken, infringed, or dishonored
INVIOLATE must be kept sacred
IRREFUTABLE impossible to deny or disprove
JAUNDICE to be biased against due to envy or prejudice
JEJUNE dull; lacking flavor
JEJUNE immature; childish
JINGOIST a person who thinks that their country should be at war
JUGGERNAUT a force that cannot be stopped
KOWTOW to bow or act in a subservient manner
LACERATE deeply hurt the feelings of; distress
LACHRYMOSE showing sorrow
LAMPOON ridicule with satire
LANGUISH become feeble
LASCIVIOUS lecherous; sexually perverted
LIMPID clarity in terms of expression
LITANY any long and tedious account of something
LOATH unwillingness to do something contrary to your custom (usually followed by 'to')
LUGUBRIOUS excessively mournful
MACHINATE engage in plotting or enter into a conspiracy, swear together
MAGISTERIAL offensively self-assured or given to exercising unwarranted power
MALAPROPISM the confusion of a word with another word that sounds similar
MALFEASANCE misconduct or wrongdoing (especially by a public official)
MALINGERER someone shirking their duty by pretending to be sick or incapacitated
MARTINET a strict disciplinarian
MAUDLIN overly emotional and sad
MAUNDER wander aimlessly
MAUNDER speak (about unimportant matters) rapidly and incessantly
MELLIFLUOUS smooth and sweet-sounding
MENDICANT a pauper who lives by begging
METEORIC like a meteor in speed or brilliance or transience
METTLESOME filled with courage or valor
MISATTRIBUTE To erroneously attribute; to falsely ascribe; used especially of authorship.
MODICUM a small or moderate or token amount
MORDANT biting and caustic in thought, manner, or style
MORIBUND being on the point of death; declining rapidly losing all momentum in progress
MULCT to defraud or swindle
NADIR the lowest point
NETTLESOME causing irritation or annoyance
NOISOME having an extremely bad smell
NONCHALANT coming across as cooly uninterested
OBJURGATE express strong disapproval of
OBLIQUE not straightforward; indirect
OBSTREPEROUS noisily and stubbornly defiant; willfully difficult to control
OBTAIN be valid, applicable, or true
OBTUSE slow to learn or understand; lacking intellectual acuity; lacking in insight or
OFFICIOUS intrusive in a meddling or offensive manner
OSSIFY make rigid and set into a conventional pattern
OVERWEENING arrogant; presumptuous
PALATABLE acceptable to the taste or mind
PALAVER speak (about unimportant matters) rapidly and incessantly
PALIMPSEST something that has been changed numerous times but on which traces of former
PANACEA hypothetical remedy for all ills or diseases; a universal solution
PANEGYRIC a formal expression of praise
PARAGON model of excellence or perfection of a kind; one having no equal
PARAGON an ideal instance; a perfect embodiment of a concept
PARIAH an outcast
PARVENU a person who has suddenly become wealthy, but not socially accepted as part of a
PATENT glaringly obvious
PECUNIARY relating to or involving money
PELLUCID transparently clear; easily understandable
PENURIOUS lacking money; poor
PENURIOUS miserly
PERCIPIENT highly perceptive
PEREMPTORY bossy and domineering
PERFUNCTORY done routinely and with little interest or care
PERIPATETIC traveling by foot
PERSPICACIOUS acutely insightful and wise
PHANTASMAGORICAL illusive; unreal
PHILISTINE smug and ignorant towards artistic and cultural values
PHLEGMATIC showing little emotion
PICAYUNE trifling or petty (a person)
PILLORY ridicule or expose to public scorn
PITH the most essential part of something
PLUCKY marked by courage and determination
POLLYANNAISH extremely optimistic
PONDEROUS weighed-down; moving slowly
PONTIFICATE talk in a dogmatic and pompous manner
PORTENTOUS ominously prophetic
PRECIPITATE hasty or rash
PRECIPITATE to cause to happen
PRESENTIMENT a feeling of evil to come
PRIMACY the state of being first in importance
PROBITY integrity, strong moral principles
PROGNOSTICATION a statement made about the future
PROLIXITY boring verbosity
PROMULGATE state or announce
PROPITIATE to placate or appease
PROSAIC dull and lacking imagination
PROSCRIBE command against
PROSELYTIZE convert to another religion, philosophy, or perspective
PROTEAN readily taking on different roles; versatile
PROVIDENT careful in regard to your own interests; providing carefully for the future
PUERILE of or characteristic of a child; displaying or suggesting a lack of maturity
PUISSANT powerful
PUNCTILIOUS marked by precise accordance with details
PYRRHIC describing a victory that comes at such a great cost that the victory is not worthwhile
QUAIL draw back, as with fear or pain
QUISLING a traitor
QUIXOTIC wildly idealistic; impractical
RACONTEUR a person skilled in telling anecdotes
RAILLERY light teasing
RAPPROCHEMENT the reestablishing of cordial relations
RAREFIED make more subtle or refined
RECAPITULATION a summary (think of recap)
RECRIMINATION mutual accusations
RECRUDESCE to break out or happen again
REDOUBTABLE inspiring fear or awe
REMONSTRATE to make objections while pleading
REPRISAL a retaliatory action against an enemy in wartime
RIBALD humorously vulgar
ROW an angry dispute
SAGACIOUS having good judgement and acute insight
SANGFROID calmness or poise in difficult situations
SARDONIC disdainfully or ironically humorous; scornful and mocking
SARTORIAL related to fashion or clothes
SATURNINE morose or gloomy
SCHADENFREUDE joy from watching the suffering of others
SEDULOUS done diligently and carefully
SELF-EFFACING reluctant to draw attention to yourself
SEMBLANCE an outward or token appearance or form that is deliberately misleading
SENTENTIOUS to be moralizing, usually in a pompous sense
SIMULACRUM a representation of a person (especially in the form of sculpture)
SIMULACRUM a bad imitation
SINECURE an office that involves minimal duties
SOLECISM a socially awkward or tactless act
SOLICITOUS showing hovering attentiveness
SOLICITUDE a feeling of excessive concern
SPARTAN unsparing and uncompromising in discipline or judgment; practicing great selfdenial
SPLENETIC very irritable
SQUELCH suppress or crush completely
STALWART dependable; inured to fatigue or hardships
STULTIFY cause one, through routine, to lose energy and enthusiasm
SUBTERFUGE something intended to misrepresent the true nature of an activity
SUPERCILIOUS haughty and disdainful; looking down on others
SURFEIT an excessive amount of something
SURREPTITIOUS stealty, taking pains not to be caught or detected
SYBARITE a person who indulges in luxury
TEMERITY fearless daring
TEMPESTUOUS as if driven by turbulent or conflicting emotions; highly energetic and wildly
TENDENTIOUS likely to lean towards a controversial view
TRANSMUTE change or alter in form, appearance, or nature
TRENCHANT characterized by or full of force and vigor; having keenness and forcefulness and
TRUCULENCE defiant aggressiveness
TRUCULENT having a fierce, savage nature
TURGID (of language) pompous and tedious
TURPITUDE depravity; a depraved act
TYRO someone new to a field or activity
UMBRAGE a feeling of anger caused by being offended
UNASSAILABLE immune to attack; without flaws
UNFLAPPABLE not easily perturbed or excited or upset; marked by extreme calm and
UNFORTHCOMING uncooperative, not willing to give up information
UNIMPEACHABLE free of guilt; not subject to blame; beyond doubt or reproach
UNPREPOSSESSING creating an unfavorable or neutral first impression
UNPROPITIOUS (of a circumstance) with little chance of success
UNSTINTING very generous
UNTENABLE (of theories etc) incapable of being defended or justified
UNTOWARD unfavorable; inconvenient
UNTRAMMELED not confined or limited
UNVIABLE not able to work, survive, or succeed (also spelled inviable).
VAUNTED highly or widely praised or boasted about
VENIAL easily excused or forgiven; pardonable
VERISIMILITUDE the appearance of truth
VERITABLE truthfully, without a doubt
VICISSITUDE change in one's circumstances, usually for the worse
VITRIOL abusive or venomous language used to express blame or bitter deep-seated ill will
VITRIOLIC harsh or corrosive in tone
VITUPERATE to criticize harshly; to berate
ZEITGEIST spirit of the times




































